Indicator Category,Indicator,Year,Sex,Race/Ethnicity,Value,Place
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Both,Black,94.1,"San Francisco, CA"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Both,Black,100.1,"Miami (Miami-Dade County), FL"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Both,Black,125.1,"Baltimore, MD"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Both,Black,158.8,"Washington, DC"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Both,Hispanic,7.2,"Fort Worth (Tarrant County), TX"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Both,Hispanic,10.3,"Detroit, MI"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Both,Hispanic,11.7,"Phoenix, AZ"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Both,Hispanic,11.8,"San Jose, CA"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Both,Hispanic,15.1,"Oakland (Alameda County), CA"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Both,Hispanic,18.5,"Las Vegas (Clark County), NV"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Both,Hispanic,18.5,"U.S. Total, U.S. Total"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Both,Hispanic,19.6,"San Diego County, CA"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Both,Hispanic,20.9,"Charlotte, NC"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Both,Hispanic,21.2,"San Antonio, TX"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Both,Hispanic,21.4,"Dallas, TX"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Both,Hispanic,24.9,"Long Beach, CA"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Both,Hispanic,26.7,"Denver, CO"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Both,Hispanic,27.6,"Houston, TX"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Both,Hispanic,28.6,"Chicago, Il"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Both,Hispanic,29.3,"Seattle, WA"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Both,Hispanic,31,"Los Angeles, CA"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Both,Hispanic,31.5,"Miami (Miami-Dade County), FL"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Both,Hispanic,32.4,"Portland (Multnomah County), OR"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Both,Hispanic,38.9,"Philadelphia, PA"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Both,Hispanic,41,"New York City, NY"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Both,Hispanic,45.3,"Boston, MA"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Both,Hispanic,71.3,"Baltimore, MD"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Both,Hispanic,87,"San Francisco, CA"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Both,Hispanic,89.5,"Washington, DC"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Both,Hispanic,,"Indianapolis (Marion County), IN"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Both,Multiracial,8,"Las Vegas (Clark County), NV"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Both,Multiracial,8.6,"New York City, NY"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Both,Multiracial,28.6,"Seattle, WA"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Both,Other,6.8,"Dallas, TX"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Both,Other,15.1,"U.S. Total, U.S. Total"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Both,Other,17.5,"Detroit, MI"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Both,Other,19.1,"Phoenix, AZ"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Both,Other,22.1,"San Francisco, CA"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Both,Other,26.8,"San Antonio, TX"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Both,Other,47.8,"Houston, TX"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Both,Other,68.1,"Charlotte, NC"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Both,Other,90.5,"Washington, DC"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Both,Other,,"Boston, MA"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Both,Other,,"Indianapolis (Marion County), IN"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Both,White,5.1,"Fort Worth (Tarrant County), TX"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Both,White,6.6,"Phoenix, AZ"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Both,White,6.7,"U.S. Total, U.S. Total"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Both,White,7.9,"Kansas City, MO"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Both,White,8.5,"San Jose, CA"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Both,White,10,"Las Vegas (Clark County), NV"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Both,White,10.2,"Indianapolis (Marion County), IN"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Both,White,10.9,"Oakland (Alameda County), CA"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Both,White,10.9,"Philadelphia, PA"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Both,White,11.5,"Charlotte, NC"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Both,White,12.3,"San Antonio, TX"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Both,White,12.4,"San Diego County, CA"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Both,White,13,"Houston, TX"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Both,White,16.3,"Portland (Multnomah County), OR"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Both,White,19.1,"Minneapolis, MN"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Both,White,20.7,"New York City, NY"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Both,White,21.6,"Detroit, MI"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Both,White,21.7,"Boston, MA"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Both,White,23,"Denver, CO"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Both,White,23.4,"Dallas, TX"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Both,White,25.3,"Los Angeles, CA"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Both,White,25.6,"Baltimore, MD"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Both,White,25.7,"Chicago, Il"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Both,White,28.7,"Long Beach, CA"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Both,White,33,"Seattle, WA"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Both,White,37.3,"Miami (Miami-Dade County), FL"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Both,White,44.9,"Washington, DC"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Both,White,67,"San Francisco, CA"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Female,All,2.1,"San Jose, CA"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Female,All,3.1,"Phoenix, AZ"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Female,All,3.1,"Portland (Multnomah County), OR"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Female,All,3.6,"San Diego County, CA"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Female,All,3.9,"Las Vegas (Clark County), NV"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Female,All,4.4,"Fort Worth (Tarrant County), TX"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Female,All,4.6,"San Antonio, TX"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Female,All,4.8,"Seattle, WA"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Female,All,5,"Denver, CO"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Female,All,5.1,"Kansas City, MO"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Female,All,5.1,"Long Beach, CA"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Female,All,5.8,"San Francisco, CA"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Female,All,5.9,"Los Angeles, CA"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Female,All,6,"Oakland (Alameda County), CA"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Female,All,7.2,"U.S. Total, U.S. Total"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Female,All,9.2,"Boston, MA"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Female,All,10.3,"Charlotte, NC"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Female,All,11.8,"Dallas, TX"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Female,All,13.1,"Chicago, Il"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Female,All,13.2,"Houston, TX"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Female,All,14.3,"New York City, NY"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Female,All,16.6,"Philadelphia, PA"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Female,All,18.1,"Detroit, MI"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Female,All,19,"Miami (Miami-Dade County), FL"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Female,All,26.4,"Minneapolis, MN"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Female,All,48.7,"Baltimore, MD"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Female,All,53.2,"Washington, DC"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Female,All,,"Indianapolis (Marion County), IN"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Male,All,15.3,"San Jose, CA"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Male,All,16.7,"Fort Worth (Tarrant County), TX"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Male,All,17.7,"Phoenix, AZ"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Male,All,24.6,"Kansas City, MO"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Male,All,26.9,"San Diego County, CA"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Male,All,29.6,"Las Vegas (Clark County), NV"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Male,All,29.9,"U.S. Total, U.S. Total"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Male,All,34.3,"Oakland (Alameda County), CA"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Male,All,34.7,"Portland (Multnomah County), OR"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Male,All,35.8,"San Antonio, TX"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Male,All,38.9,"Indianapolis (Marion County), IN"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Male,All,44.3,"Denver, CO"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Male,All,46.3,"Minneapolis, MN"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Male,All,47.7,"Long Beach, CA"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Male,All,48.5,"Philadelphia, PA"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Male,All,49.9,"Boston, MA"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Male,All,54.6,"Dallas, TX"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Male,All,55.9,"Seattle, WA"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Male,All,56.3,"Charlotte, NC"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Male,All,57.2,"Los Angeles, CA"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Male,All,59.5,"New York City, NY"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Male,All,60.4,"Detroit, MI"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Male,All,68.2,"Chicago, Il"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Male,All,70.3,"Miami (Miami-Dade County), FL"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Male,All,102.6,"San Francisco, CA"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Male,All,137.6,"Baltimore, MD"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Male,All,166.8,"Washington, DC"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2013,Both,All,9.6,"Phoenix, AZ"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2013,Both,All,9.7,"Fort Worth (Tarrant County), TX"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2013,Both,All,9.8,"San Jose, CA"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2013,Both,All,13.4,"U.S. Total, U.S. Total"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2013,Both,All,13.6,"Portland (Multnomah County), OR"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2013,Both,All,15.1,"San Diego County, CA"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2013,Both,All,15.2,"Kansas City, MO"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2013,Both,All,19.3,"Minneapolis, MN"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2013,Both,All,19.5,"Long Beach, CA"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2013,Both,All,20,"Las Vegas (Clark County), NV"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2013,Both,All,21.3,"Denver, CO"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2013,Both,All,22.2,"San Antonio, TX"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2013,Both,All,22.4,"Indianapolis (Marion County), IN"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2013,Both,All,23.8,"Seattle, WA"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2013,Both,All,26.5,"Los Angeles, CA"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2013,Both,All,28.1,"Boston, MA"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2013,Both,All,30.4,"Houston, TX"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2013,Both,All,30.5,"Charlotte, NC"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2013,Both,All,32.4,"Dallas, TX"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2013,Both,All,32.8,"Philadelphia, PA"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2013,Both,All,33.7,"New York City, NY"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2013,Both,All,38.2,"Detroit, MI"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2013,Both,All,40.2,"Chicago, Il"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2013,Both,All,46.9,"San Francisco, CA"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2013,Both,All,53,"Miami (Miami-Dade County), FL"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2013,Both,All,87.4,"Washington, DC"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2013,Both,American Indian/Alaska Native,8,"U.S. Total, U.S. Total"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2013,Both,American Indian/Alaska Native,25.6,"New York City, NY"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2013,Both,Asian/PI,3,"Oakland (Alameda County), CA"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2013,Both,Asian/PI,3.7,"Phoenix, AZ"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2013,Both,Asian/PI,5.3,"U.S. Total, U.S. Total"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2013,Both,Asian/PI,5.6,"San Jose, CA"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2013,Both,Asian/PI,6.6,"San Diego County, CA"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2013,Both,Asian/PI,8.4,"Philadelphia, PA"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2013,Both,Asian/PI,9.1,"Los Angeles, CA"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2013,Both,Asian/PI,9.8,"New York City, NY"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2013,Both,Asian/PI,12.7,"Long Beach, CA"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2013,Both,Asian/PI,13.9,"Houston, TX"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2013,Both,Asian/PI,14.7,"Denver, CO"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2013,Both,Asian/PI,21.9,"Charlotte, NC"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2013,Both,Asian/PI,,"Boston, MA"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2013,Both,Black,25.4,"San Jose, CA"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2013,Both,Black,27.4,"Seattle, WA"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2013,Both,Black,28.4,"Long Beach, CA"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2013,Both,Black,31.9,"Portland (Multnomah County), OR"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2013,Both,Black,32.9,"Minneapolis, MN"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2013,Both,Black,34.3,"Denver, CO"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2013,Both,Black,36.6,"Fort Worth (Tarrant County), TX"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2013,Both,Black,40,"San Diego County, CA"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2013,Both,Black,40.6,"Phoenix, AZ"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2013,Both,Black,43,"Detroit, MI"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2013,Both,Black,43.4,"San Antonio, TX"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2013,Both,Black,43.7,"Boston, MA"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2013,Both,Black,45,"Oakland (Alameda County), CA"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2013,Both,Black,47,"Las Vegas (Clark County), NV"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2013,Both,Black,49.2,"U.S. Total, U.S. Total"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2013,Both,Black,50.3,"Indianapolis (Marion County), IN"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2013,Both,Black,57.4,"Philadelphia, PA"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2013,Both,Black,58.7,"Charlotte, NC"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2013,Both,Black,61.1,"Los Angeles, CA"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2013,Both,Black,62.6,"New York City, NY"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2013,Both,Black,65.3,"Chicago, Il"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2013,Both,Black,72.5,"Dallas, TX"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2013,Both,Black,85.8,"Houston, TX"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2013,Both,Black,109,"San Francisco, CA"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2013,Both,Black,116.5,"Miami (Miami-Dade County), FL"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2013,Both,Black,126.2,"Washington, DC"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2013,Both,Hispanic,5,"Fort Worth (Tarrant County), TX"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2013,Both,Hispanic,10.3,"Detroit, MI"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2013,Both,Hispanic,11.2,"Phoenix, AZ"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2013,Both,Hispanic,12.5,"Minneapolis, MN"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2013,Both,Hispanic,14,"San Jose, CA"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2013,Both,Hispanic,14.1,"Oakland (Alameda County), CA"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2013,Both,Hispanic,17.3,"U.S. Total, U.S. Total"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2013,Both,Hispanic,17.6,"Portland (Multnomah County), OR"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2013,Both,Hispanic,19.9,"Denver, CO"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2013,Both,Hispanic,20.1,"San Diego County, CA"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2013,Both,Hispanic,21,"Dallas, TX"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2013,Both,Hispanic,21.1,"Las Vegas (Clark County), NV"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2013,Both,Hispanic,22.6,"Houston, TX"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2013,Both,Hispanic,23,"Charlotte, NC"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2013,Both,Hispanic,23.8,"San Antonio, TX"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2013,Both,Hispanic,24.9,"Los Angeles, CA"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2013,Both,Hispanic,28.1,"Chicago, Il"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2013,Both,Hispanic,31.4,"Philadelphia, PA"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2013,Both,Hispanic,39.3,"New York City, NY"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2013,Both,Hispanic,41,"Miami (Miami-Dade County), FL"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2013,Both,Hispanic,44.4,"Boston, MA"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2013,Both,Hispanic,47.9,"Seattle, WA"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2013,Both,Hispanic,79.7,"San Francisco, CA"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2013,Both,Hispanic,82.2,"Washington, DC"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2013,Both,Hispanic,,"Indianapolis (Marion County), IN"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2013,Both,Multiracial,7.1,"Oakland (Alameda County), CA"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2013,Both,Multiracial,12.1,"Las Vegas (Clark County), NV"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2013,Both,Multiracial,20.1,"U.S. Total, U.S. Total"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2013,Both,Multiracial,38.5,"New York City, NY"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2013,Both,Other,6.8,"Dallas, TX"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2013,Both,Other,8.7,"Detroit, MI"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2013,Both,Other,10.6,"U.S. Total, U.S. Total"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2013,Both,Other,12.5,"Phoenix, AZ"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2013,Both,Other,17.3,"Denver, CO"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2013,Both,Other,19.4,"San Francisco, CA"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2013,Both,Other,23.4,"San Antonio, TX"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2013,Both,Other,37,"Houston, TX"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2013,Both,Other,41.1,"Washington, DC"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2013,Both,Other,,"Boston, MA"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2013,Both,Other,,"Charlotte, NC"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2013,Both,Other,,"Indianapolis (Marion County), IN"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2013,Both,White,5.4,"Fort Worth (Tarrant County), TX"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2013,Both,White,5.9,"U.S. Total, U.S. Total"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2013,Both,White,6.6,"Phoenix, AZ"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2013,Both,White,7.7,"Philadelphia, PA"
